account_type,hour,dow,stage,alpha,n,ter
machine,5,4,stratified,0.005,101513,0.5792361569454159
machine,5,4,stratified,0.001,101513,0.5221006176548816
machine,5,5,global,0.05,103573,0.8135324843347204
machine,5,5,global,0.01,103573,0.5271644154364554
machine,5,5,global,0.005,103573,0.293512788081836
machine,5,5,global,0.001,103573,0.3572359591785504
machine,5,5,stratified,0.05,103573,0.9361513135662769
machine,5,5,stratified,0.01,103573,0.8361252449962828
machine,5,5,stratified,0.005,103573,0.7878501153775598
machine,5,5,stratified,0.001,103573,0.5696465295009318
machine,5,6,global,0.05,111174,0.930793171065177
machine,5,6,global,0.01,111174,0.6476334394732581
machine,5,6,global,0.005,111174,0.5324986057891233
machine,5,6,global,0.001,111174,0.6746181661179772
machine,5,6,stratified,0.05,111174,1.0004137658085523
machine,5,6,stratified,0.01,111174,0.9480633961177972
machine,5,6,stratified,0.005,111174,1.0344145213808984
machine,5,6,stratified,0.001,111174,1.4301905121701117
machine,6,0,global,0.05,124483,0.9919426749034005
machine,6,0,global,0.01,124483,0.9808568238233333
machine,6,0,global,0.005,124483,1.0137930480467212
machine,6,0,global,0.001,124483,1.036286079223669
machine,6,0,stratified,0.05,124483,0.8706409710562888
machine,6,0,stratified,0.01,124483,0.8852614413213049
machine,6,0,stratified,0.005,124483,0.8852614413213049
machine,6,0,stratified,0.001,124483,0.9318541487592683
machine,6,1,global,0.05,129163,1.2940238303538938
machine,6,1,global,0.01,129163,2.0694781013138437
machine,6,1,global,0.005,129163,2.914147240308757
machine,6,1,global,0.001,129163,5.326602819692946
machine,6,1,stratified,0.05,129163,1.3706711674395917
machine,6,1,stratified,0.01,129163,2.173997197339795
machine,6,1,stratified,0.005,129163,2.9807297755549187
machine,6,1,stratified,0.001,129163,5.349829285476491
machine,6,2,global,0.05,112763,1.0961042185823362
machine,6,2,global,0.01,112763,1.067726115835868
machine,6,2,global,0.005,112763,0.9737236504881921
machine,6,2,global,0.001,112763,0.8779475537188617
machine,6,2,stratified,0.05,112763,1.3743869886398907
machine,6,2,stratified,0.01,112763,1.8108776815090055
machine,6,2,stratified,0.005,112763,1.706233427631404
machine,6,2,stratified,0.001,112763,1.5253230226226688
machine,6,3,global,0.05,103981,0.838614746924919
machine,6,3,global,0.01,103981,0.3962262336388378
machine,6,3,global,0.005,103981,0.21542397168713515
machine,6,3,global,0.001,103981,0.09617141593175677
machine,6,3,stratified,0.05,103981,0.8993950817937892
machine,6,3,stratified,0.01,103981,0.6712764832036622
machine,6,3,stratified,0.005,103981,0.6366547734682297
machine,6,3,stratified,0.001,103981,0.5097085044383108
machine,6,4,global,0.05,102196,0.7468002661552311
machine,6,4,global,0.01,102196,0.33073701514736387
machine,6,4,global,0.005,102196,0.15851892441974244
machine,6,4,global,0.001,102196,0.058710712748052764
machine,6,4,stratified,0.05,102196,0.8882930838780382
machine,6,4,stratified,0.01,102196,0.6839798035148147
machine,6,4,stratified,0.005,102196,0.5597087948647697
machine,6,4,stratified,0.001,102196,0.43054522681905355
machine,6,5,global,0.05,107424,0.8052204349121239
machine,6,5,global,0.01,107424,0.7521596663687816
machine,6,5,global,0.005,107424,0.8266309204647005
machine,6,5,global,0.001,107424,1.1077599046767947
machine,6,5,stratified,0.05,107424,0.8385463211200476
machine,6,5,stratified,0.01,107424,0.4728924635090855
machine,6,5,stratified,0.005,107424,0.35932380101280903
machine,6,5,stratified,0.001,107424,0.18617813523979745
machine,6,6,global,0.05,115987,1.0890875701587246
machine,6,6,global,0.01,115987,1.2328967901575176
machine,6,6,global,0.005,115987,1.5846603498667955
machine,6,6,global,0.001,115987,2.5347668273168544
machine,6,6,stratified,0.05,115987,0.9740746807831913
machine,6,6,stratified,0.01,115987,1.135472078767448
machine,6,6,stratified,0.005,115987,1.4105029011872021
machine,6,6,stratified,0.001,115987,1.8967642925500272
machine,7,0,global,0.05,138142,1.082654080583747
machine,7,0,global,0.01,138142,1.4369272198172895
machine,7,0,global,0.005,138142,1.8010453012117966
machine,7,0,global,0.001,138142,2.4105630438244705
machine,7,0,stratified,0.05,138142,0.928175355793314
machine,7,0,stratified,0.01,138142,0.9606057535000218
machine,7,0,stratified,0.005,138142,0.9280305772321233
machine,7,0,stratified,0.001,138142,1.0713613528108759
machine,7,1,global,0.05,139066,1.4928163605769922
machine,7,1,global,0.01,139066,3.3322307393611665
machine,7,1,global,0.005,139066,5.339910546071649
machine,7,1,global,0.001,139066,11.39027512116549
machine,7,1,stratified,0.05,139066,1.4679360879007088
machine,7,1,stratified,0.01,139066,2.933858743330505
machine,7,1,stratified,0.005,139066,4.081515251750967
machine,7,1,stratified,0.001,139066,6.788143759078423
machine,7,2,global,0.05,120115,1.19119177454939
machine,7,2,global,0.01,120115,1.3445448112225782
machine,7,2,global,0.005,120115,1.428630895391916
machine,7,2,global,0.001,120115,1.7483245223327644
machine,7,2,stratified,0.05,120115,1.3773467094034881
machine,7,2,stratified,0.01,120115,1.084793739333139
machine,7,2,stratified,0.005,120115,1.0922865587145651
machine,7,2,stratified,0.001,120115,1.7483245223327644
machine,7,3,global,0.05,103609,0.923278865735602
machine,7,3,global,0.01,103609,0.5906822766361995
machine,7,3,global,0.005,103609,0.3493904969645494
machine,7,3,global,0.001,103609,0.08686504068179404
machine,7,3,stratified,0.05,103609,0.8875676823441978
machine,7,3,stratified,0.01,103609,0.6794776515553668
machine,7,3,stratified,0.005,103609,0.5868216081614531
machine,7,3,stratified,0.001,103609,0.49223523053016627
machine,7,4,global,0.05,102726,0.7339913945836497
machine,7,4,global,0.01,102726,0.3718630142320347
machine,7,4,global,0.005,102726,0.16938262951930377
machine,7,4,global,0.001,102726,0.03893853552167903
machine,7,4,stratified,0.05,102726,0.8132313143702665
machine,7,4,stratified,0.01,102726,0.6755835913011311
machine,7,4,stratified,0.005,102726,0.642485836107704
machine,7,4,stratified,0.001,102726,0.43805852461888906
machine,7,5,global,0.05,115766,0.9493288184786552
machine,7,5,global,0.01,115766,1.2991724686004527
machine,7,5,global,0.005,115766,1.8260974724876045
machine,7,5,global,0.001,115766,2.461862723079315
machine,7,5,stratified,0.05,115766,0.7252561201043484
machine,7,5,stratified,0.01,115766,0.4059913964376415
machine,7,5,stratified,0.005,115766,0.2677815593524869
machine,7,5,stratified,0.001,115766,0.15548606672079884
machine,7,6,global,0.05,131683,1.1296826469627819
machine,7,6,global,0.01,131683,1.8225587205637783
machine,7,6,global,0.005,131683,2.6821989170963603
machine,7,6,global,0.001,131683,4.920908545522201
machine,7,6,stratified,0.05,131683,0.963374163711337
machine,7,6,stratified,0.01,131683,1.2621219139904163
machine,7,6,stratified,0.005,131683,1.4701973679214475
machine,7,6,stratified,0.001,131683,1.2681971097256288
machine,8,0,global,0.05,147656,1.1373733542829279
machine,8,0,global,0.01,147656,1.5326163515197486
machine,8,0,global,0.005,147656,1.8990085062577884
machine,8,0,global,0.001,147656,2.736089288616785
machine,8,0,stratified,0.05,147656,0.7051525166603456
machine,8,0,stratified,0.01,147656,0.5092918675841144
machine,8,0,stratified,0.005,147656,0.5756623503277889
machine,8,0,stratified,0.001,147656,0.6637048274367449
machine,8,1,global,0.05,146591,1.3857603809237946
machine,8,1,global,0.01,146591,2.5356263344952965
machine,8,1,global,0.005,146591,3.8897340218703738
machine,8,1,global,0.001,146591,8.240615044579817
machine,8,1,stratified,0.05,146591,1.2805697484838767
machine,8,1,stratified,0.01,146591,1.9380453097393429
machine,8,1,stratified,0.005,146591,2.7600603038385714
machine,8,1,stratified,0.001,146591,3.7110054505392553
machine,8,2,global,0.05,126105,1.1663296459299788
machine,8,2,global,0.01,126105,1.3116054081915862
machine,8,2,global,0.005,126105,1.3750446056857382
machine,8,2,global,0.001,126105,1.5780500376670235
machine,8,2,stratified,0.05,126105,1.1008286745172673
machine,8,2,stratified,0.01,126105,0.6217041354426867
machine,8,2,stratified,0.005,126105,0.7771301693033583
machine,8,2,stratified,0.001,126105,1.0943261567741167
machine,8,3,global,0.05,103971,0.8654336305315905
machine,8,3,global,0.01,103971,0.5809312212059132
machine,8,3,global,0.005,103971,0.35394485000625175
machine,8,3,global,0.001,103971,0.14427099864385262
machine,8,3,stratified,0.05,103971,0.8602398745804118
machine,8,3,stratified,0.01,103971,0.7088515066701291
machine,8,3,stratified,0.005,103971,0.7213549932192631
machine,8,3,stratified,0.001,103971,0.5674659279991536
machine,8,4,global,0.05,102785,0.7396020820158583
machine,8,4,global,0.01,102785,0.40472831638857815
machine,8,4,global,0.005,102785,0.1906893029138493
machine,8,4,global,0.001,102785,0.048645230335165636
machine,8,4,stratified,0.05,102785,0.7944739018339251
machine,8,4,stratified,0.01,102785,0.6576835141314393
machine,8,4,stratified,0.005,102785,0.6693583694118791
machine,8,4,stratified,0.001,102785,0.6032008561560538
machine,8,5,global,0.05,121481,0.9906075847251834
machine,8,5,global,0.01,121481,1.1475045480363184
machine,8,5,global,0.005,121481,1.4734814497740387
machine,8,5,global,0.001,121481,2.0497032457750595
machine,8,5,stratified,0.05,121481,0.8106617495740074
machine,8,5,stratified,0.01,121481,0.5078983544751854
machine,8,5,stratified,0.005,121481,0.41817238909788357
machine,8,5,stratified,0.001,121481,0.24695219828615175
machine,8,6,global,0.05,144157,1.05829061370589
machine,8,6,global,0.01,144157,1.336043341634468
machine,8,6,global,0.005,144157,1.8701832030355792
machine,8,6,global,0.001,144157,2.9273639157307656
machine,8,6,stratified,0.05,144157,0.9037368979654127
machine,8,6,stratified,0.01,144157,1.0002982858966267
machine,8,6,stratified,0.005,144157,1.1307116546543006
machine,8,6,stratified,0.001,144157,0.7422463009080378
machine,9,0,global,0.05,152300,1.7776756401838474
machine,9,0,global,0.01,152300,4.124753775443205
machine,9,0,global,0.005,152300,6.546290216677609
machine,9,0,global,0.001,152300,14.011818778726198
machine,9,0,stratified,0.05,152300,1.080236375574524
machine,9,0,stratified,0.01,152300,1.97833223900197
machine,9,0,stratified,0.005,152300,2.882468811556139
machine,9,0,stratified,0.001,152300,4.747209455022981
machine,9,1,global,0.05,148635,1.251925858647021
machine,9,1,global,0.01,148635,1.5521243314158846
machine,9,1,global,0.005,148635,1.9161032058398089
machine,9,1,global,0.001,148635,3.3370336730918018
machine,9,1,stratified,0.05,148635,1.2380664042789382
machine,9,1,stratified,0.01,148635,1.0421502337941937
machine,9,1,stratified,0.005,148635,1.2782991892891984
machine,9,1,stratified,0.001,148635,1.8905372220540249
machine,9,2,global,0.05,124935,1.2164725657341817
machine,9,2,global,0.01,124935,1.3583063192860287
machine,9,2,global,0.005,124935,1.391123384159763
machine,9,2,global,0.001,124935,1.4007283787569538
machine,9,2,stratified,0.05,124935,1.2721815343978866
machine,9,2,stratified,0.01,124935,1.085364389482531
machine,9,2,stratified,0.005,124935,1.179813503021571
machine,9,2,stratified,0.001,124935,1.6408532436867171
machine,9,3,global,0.05,104205,0.775010796027062
machine,9,3,global,0.01,104205,0.4606304879804232
machine,9,3,global,0.005,104205,0.3070869919869488
machine,9,3,global,0.001,104205,0.14394702749388225
machine,9,3,stratified,0.05,104205,0.8680965404731058
machine,9,3,stratified,0.01,104205,0.7686771268173311
machine,9,3,stratified,0.005,104205,0.6967036130703901
machine,9,3,stratified,0.001,104205,0.6525598579722661
machine,9,4,global,0.05,102876,0.7706364944204672
machine,9,4,global,0.01,102876,0.4335316303122206
machine,9,4,global,0.005,102876,0.22162603522687507
machine,9,4,global,0.001,102876,0.06804308099070726
machine,9,4,stratified,0.05,102876,0.8423733426649558
machine,9,4,stratified,0.01,102876,0.7232007465298028
machine,9,4,stratified,0.005,102876,0.6882071620202963
machine,9,4,stratified,0.001,102876,0.6415490493409541
machine,9,5,global,0.05,124056,0.9340942800025794
machine,9,5,global,0.01,124056,0.8681563165022247
machine,9,5,global,0.005,124056,0.939898110530728
machine,9,5,global,0.001,124056,1.072096472560779
machine,9,5,stratified,0.05,124056,0.8247888050557812
machine,9,5,stratified,0.01,124056,0.6126265557490166
machine,9,5,stratified,0.005,124056,0.5610369510543625
machine,9,5,stratified,0.001,124056,0.3385567808086671
machine,9,6,global,0.05,146699,1.04063422381884
machine,9,6,global,0.01,146699,1.1213437037743952
machine,9,6,global,0.005,146699,1.2978956911771722
machine,9,6,global,0.001,146699,1.8814034178828758
machine,9,6,stratified,0.05,146699,0.9074363151759726
machine,9,6,stratified,0.01,146699,0.7743747401141112
machine,9,6,stratified,0.005,146699,0.7525613671531504
machine,9,6,stratified,0.001,146699,0.8861682765390357
machine,10,0,global,0.05,154250,1.9656401944894653
machine,10,0,global,0.01,154250,4.8285251215559155
machine,10,0,global,0.005,154250,7.735494327390599
machine,10,0,global,0.001,154250,14.33387358184765
machine,10,0,stratified,0.05,154250,1.6807779578606157
machine,10,0,stratified,0.01,154250,3.372447325769854
machine,10,0,stratified,0.005,154250,4.564019448946515
machine,10,0,stratified,0.001,154250,6.113452188006483
machine,10,1,global,0.05,148485,1.2236926288850725
machine,10,1,global,0.01,148485,1.3765700239081389
machine,10,1,global,0.005,148485,1.6217126309054786
machine,10,1,global,0.001,148485,3.26632319762939
machine,10,1,stratified,0.05,148485,1.3501700508468868
machine,10,1,stratified,0.01,148485,1.2971007172441662
machine,10,1,stratified,0.005,148485,1.406202646731993
machine,10,1,stratified,0.001,148485,2.020406101626427
machine,10,2,global,0.05,128342,1.1330663383771484
machine,10,2,global,0.01,128342,1.0651228748188433
machine,10,2,global,0.005,128342,1.036293652896168
machine,10,2,global,0.001,128342,1.1220021505041218
machine,10,2,stratified,0.05,128342,1.2198656714092033
machine,10,2,stratified,0.01,128342,1.4274360692524661
machine,10,2,stratified,0.005,128342,1.4087360334107306
machine,10,2,stratified,0.001,128342,1.386919324928706
machine,10,3,global,0.05,104196,0.7341932511804675
machine,10,3,global,0.01,104196,0.43283811278743906
machine,10,3,global,0.005,104196,0.3109524357940804
machine,10,3,global,0.001,104196,0.22073784022419285
machine,10,3,stratified,0.05,104196,0.8562708741218473
machine,10,3,stratified,0.01,104196,0.7783408192253062
machine,10,3,stratified,0.005,104196,0.7197973050788898
machine,10,3,stratified,0.001,104196,0.7965756842873046
machine,10,4,global,0.05,103613,0.7294451468445079
machine,10,4,global,0.01,103613,0.3928078522965264
machine,10,4,global,0.005,103613,0.252864022854275
machine,10,4,global,0.001,103613,0.19302597164448476
machine,10,4,stratified,0.05,103613,0.7923716136006099
machine,10,4,stratified,0.01,103613,0.6524277841583584
machine,10,4,stratified,0.005,103613,0.6678698618899173
machine,10,4,stratified,0.001,103613,0.6080318106801269
machine,10,5,global,0.05,126570,0.9277079876748043
machine,10,5,global,0.01,126570,0.7584735719364778
machine,10,5,global,0.005,126570,0.8216797029311842
machine,10,5,global,0.001,126570,0.9322904321719206
machine,10,5,stratified,0.05,126570,0.8633957493876906
machine,10,5,stratified,0.01,126570,0.7086987437781465
machine,10,5,stratified,0.005,126570,0.6984277474915067
machine,10,5,stratified,0.001,126570,0.5688551789523584
machine,10,6,global,0.05,147720,0.991876523151909
machine,10,6,global,0.01,147720,0.974817221770918
machine,10,6,global,0.005,147720,1.0926076360682373
machine,10,6,global,0.001,147720,1.5231519090170593
machine,10,6,stratified,0.05,147720,0.6960465746005957
machine,10,6,stratified,0.01,147720,0.3892499323043596
machine,10,6,stratified,0.005,147720,0.4061738424045491
machine,10,6,stratified,0.001,147720,0.5009477389656106
machine,11,0,global,0.05,152629,1.507970307084499
machine,11,0,global,0.01,152629,3.0531550360678508
machine,11,0,global,0.005,152629,4.845737048660477
machine,11,0,global,0.001,152629,12.93332197681961
machine,11,0,stratified,0.05,152629,1.3304155828839865
machine,11,0,stratified,0.01,152629,2.660044945587012
machine,11,0,stratified,0.005,152629,4.021516225618985
machine,11,0,stratified,0.001,152629,9.690163730352685
machine,11,1,global,0.05,147468,1.172457753546532
machine,11,1,global,0.01,147468,1.1568611495375267
machine,11,1,global,0.005,147468,1.3399517183388938
machine,11,1,global,0.001,147468,2.3327094691729733
machine,11,1,stratified,0.05,147468,1.3259825860525671
machine,11,1,stratified,0.01,147468,1.2355222828003363
machine,11,1,stratified,0.005,147468,1.3494453033878537
machine,11,1,stratified,0.001,147468,1.7088453088127593
machine,11,2,global,0.05,127362,1.0998571002339785
machine,11,2,global,0.01,127362,0.9578995304721973
machine,11,2,global,0.005,127362,0.8526876148301691
machine,11,2,global,0.001,127362,0.7144988301063111
machine,11,2,stratified,0.05,127362,1.1980025439299007
machine,11,2,stratified,0.01,127362,1.3167192726244876
machine,11,2,stratified,0.005,127362,1.2311364457216438
machine,11,2,stratified,0.001,127362,1.1149322403856723
machine,11,3,global,0.05,104355,0.7844377365722773
machine,11,3,global,0.01,104355,0.4867998658425567
machine,11,3,global,0.005,104355,0.26831488668487374
machine,11,3,global,0.001,104355,0.0766613961956782
machine,11,3,stratified,0.05,104355,0.8973216424704135
machine,11,3,stratified,0.01,104355,0.7924871831728235
machine,11,3,stratified,0.005,104355,0.7225336591442671
machine,11,3,stratified,0.001,104355,0.6228738440898854
machine,11,4,global,0.05,102951,0.7533681071577741
machine,11,4,global,0.01,102951,0.4021330535886004
machine,11,4,global,0.005,102951,0.24477664131480023
machine,11,4,global,0.001,102951,0.09713358782333344
machine,11,4,stratified,0.05,102951,0.8062087789336675
machine,11,4,stratified,0.01,102951,0.6731357636157007
machine,11,4,stratified,0.005,102951,0.6838204582762674
machine,11,4,stratified,0.001,102951,0.6896484735456674
machine,11,5,global,0.05,126768,0.9507131137195507
machine,11,5,global,0.01,126768,0.8006752492742647
machine,11,5,global,0.005,126768,0.7462451091758172
machine,11,5,global,0.001,126768,0.6389625141991669
machine,11,5,stratified,0.05,126768,0.8792439732424586
machine,11,5,stratified,0.01,126768,0.6642054777230847
machine,11,5,stratified,0.005,126768,0.5001262148176195
machine,11,5,stratified,0.001,126768,0.3786444528587656
machine,11,6,global,0.05,148323,1.065512428955725
machine,11,6,global,0.01,148323,1.0726589942220695
machine,11,6,global,0.005,148323,1.123224314502808
machine,11,6,global,0.001,148323,1.328182412707402
machine,11,6,stratified,0.05,148323,0.6299764702709627
machine,11,6,stratified,0.01,148323,0.2251842263168895
machine,11,6,stratified,0.005,148323,0.2939530618986941
machine,11,6,stratified,0.001,148323,0.35058622061312134
machine,12,0,global,0.05,149597,1.1056371451299156
machine,12,0,global,0.01,149597,1.1791680314444808
machine,12,0,global,0.005,149597,1.3342513553079274
machine,12,0,global,0.001,149597,2.058864816807824
machine,12,0,stratified,0.05,149597,1.028897638321624
machine,12,0,stratified,0.01,149597,1.081572491426967
machine,12,0,stratified,0.005,149597,1.1885265078845164
machine,12,0,stratified,0.001,149597,1.5240947345200773
machine,12,1,global,0.05,147792,1.2173865973801017
machine,12,1,global,0.01,147792,1.2673216412255062
machine,12,1,global,0.005,147792,1.358666233625636
machine,12,1,global,0.001,147792,2.029879831113998
machine,12,1,stratified,0.05,147792,1.3713868139006171
machine,12,1,stratified,0.01,147792,1.389114431092346
machine,12,1,stratified,0.005,147792,1.407383349572372
machine,12,1,stratified,0.001,147792,1.4750460106095054
machine,12,2,global,0.05,126077,1.0739468737358915
machine,12,2,global,0.01,126077,0.8843801803659668
machine,12,2,global,0.005,126077,0.755094109155516
machine,12,2,global,0.001,126077,0.7376444553725103
machine,12,2,stratified,0.05,126077,1.173727166731442
machine,12,2,stratified,0.01,126077,1.2119577718378451
machine,12,2,stratified,0.005,126077,1.1183641742744512
machine,12,2,stratified,0.001,126077,1.0073209229280518
machine,12,3,global,0.05,104357,0.7974548904242169
machine,12,3,global,0.01,104357,0.4733750491102657
machine,12,3,global,0.005,104357,0.25106126086414904
machine,12,3,global,0.001,104357,0.12457238134480676
machine,12,3,stratified,0.05,104357,0.9015207413014938
machine,12,3,stratified,0.01,104357,0.8030127351303697
machine,12,3,stratified,0.005,104357,0.753183782592447
machine,12,3,stratified,0.001,104357,0.6420268884693887
machine,12,4,global,0.05,104945,0.7880318261946734
machine,12,4,global,0.01,104945,0.4183143551384058
machine,12,4,global,0.005,104945,0.2629949020915718
machine,12,4,global,0.001,104945,0.09528800800419267
machine,12,4,stratified,0.05,104945,0.8678831769021869
machine,12,4,stratified,0.01,104945,0.7308590213921577
machine,12,4,stratified,0.005,104945,0.7070370193911096
machine,12,4,stratified,0.001,104945,0.7813616656343799
machine,12,5,global,0.05,125961,0.9783980755948269
machine,12,5,global,0.01,125961,0.7835758687212708
machine,12,5,global,0.005,125961,0.6478195631981327
machine,12,5,global,0.001,125961,0.6589341145275125
machine,12,5,stratified,0.05,125961,0.8869411960845023
machine,12,5,stratified,0.01,125961,0.6335294257746446
machine,12,5,stratified,0.005,125961,0.4287041227046467
machine,12,5,stratified,0.001,125961,0.3254975746461206
machine,12,6,global,0.05,148534,1.0425895754507386
machine,12,6,global,0.01,148534,0.9492776064739387
machine,12,6,global,0.005,148534,0.9075363216502619
machine,12,6,global,0.001,148534,1.0906593776509081
machine,12,6,stratified,0.05,148534,0.8136857554499306
machine,12,6,stratified,0.01,148534,0.4046211641778987
machine,12,6,stratified,0.005,148534,0.39182948011903
machine,12,6,stratified,0.001,148534,0.5655270847078783
machine,13,0,global,0.05,149734,1.1150440113801807
machine,13,0,global,0.01,149734,1.107296939906768
machine,13,0,global,0.005,149734,1.179424846728198
machine,13,0,global,0.001,149734,1.6696274727182872
machine,13,0,stratified,0.05,149734,1.0320969185355362
machine,13,0,stratified,0.01,149734,1.0124620994563693
machine,13,0,stratified,0.005,149734,1.0445189469325602
machine,13,0,stratified,0.001,149734,0.854849266031763
machine,13,1,global,0.05,147416,1.149807347913388
machine,13,1,global,0.01,147416,1.1321701850545394
machine,13,1,global,0.005,147416,1.1694795680251804
machine,13,1,global,0.001,147416,1.9604384870027676
machine,13,1,stratified,0.05,147416,1.2584794052206
machine,13,1,stratified,0.01,147416,1.105036088348619
machine,13,1,stratified,0.005,147416,1.031095674824985
machine,13,1,stratified,0.001,147416,1.0514462473544255
machine,13,2,global,0.05,124109,1.0511727594292113
machine,13,2,global,0.01,124109,0.9717264662514402
machine,13,2,global,0.005,124109,0.8218582052872878
machine,13,2,global,0.001,124109,0.7815710383614403
machine,13,2,stratified,0.05,124109,1.0975835757277876
machine,13,2,stratified,0.01,124109,1.2690457581641943
machine,13,2,stratified,0.005,124109,1.1586589207873725
machine,13,2,stratified,0.001,124109,0.8943751057538131
machine,13,3,global,0.05,103290,0.7565107948494529
machine,13,3,global,0.01,103290,0.3843547294026527
machine,13,3,global,0.005,103290,0.21880143285894085
machine,13,3,global,0.001,103290,0.22267402459095748
machine,13,3,stratified,0.05,103290,0.8682350663181334
machine,13,3,stratified,0.01,103290,0.7338561332171555
machine,13,3,stratified,0.005,103290,0.5983154225965728
machine,13,3,stratified,0.001,103290,0.5034369251621648
machine,13,4,global,0.05,102978,0.733554739847346
machine,13,4,global,0.01,102978,0.3728951814950766
machine,13,4,global,0.005,102978,0.22140651401270176
machine,13,4,global,0.001,102978,0.18450542834391812
machine,13,4,stratified,0.05,102978,0.8102701547903436
machine,13,4,stratified,0.01,102978,0.6642195420381052
machine,13,4,stratified,0.005,102978,0.6642195420381052
machine,13,4,stratified,0.001,102978,0.5535162850317543
machine,13,5,global,0.05,124060,0.9221344510720619
machine,13,5,global,0.01,124060,0.7061099467999354
machine,13,5,global,0.005,124060,0.6045461873287119
machine,13,5,global,0.001,124060,0.6206674189908109
machine,13,5,stratified,0.05,124060,0.696275995486055
machine,13,5,stratified,0.01,124060,0.23859422859906498
machine,13,5,stratified,0.005,124060,0.21763662743833626
machine,13,5,stratified,0.001,124060,0.27406093825568273
machine,13,6,global,0.05,148094,1.0074682296379327
machine,13,6,global,0.01,148094,0.8906505327697274
machine,13,6,global,0.005,148094,0.8764703499128931
machine,13,6,global,0.001,148094,1.2154442448715004
machine,13,6,stratified,0.05,148094,0.8651262036274258
machine,13,6,stratified,0.01,148094,0.5780112631166692
machine,13,6,stratified,0.005,148094,0.5064351020297918
machine,13,6,stratified,0.001,148094,0.5807122503274946
machine,14,0,global,0.05,149625,1.0988805346700083
machine,14,0,global,0.01,149625,1.1141186299081034
machine,14,0,global,0.005,149625,1.177610693400167
machine,14,0,global,0.001,149625,1.390142021720969
machine,14,0,stratified,0.05,149625,0.9935505430242272
machine,14,0,stratified,0.01,149625,0.9456975772765247
machine,14,0,stratified,0.005,149625,0.9169590643274853
machine,14,0,stratified,0.001,149625,0.8220551378446115
machine,14,1,global,0.05,147240,1.2147514262428687
machine,14,1,global,0.01,147240,1.2061939690301549
machine,14,1,global,0.005,147240,1.2605270306981797
machine,14,1,global,0.001,147240,1.915240423797881
machine,14,1,stratified,0.05,147240,1.3004618310241782
machine,14,1,stratified,0.01,147240,1.107036131486009
machine,14,1,stratified,0.005,147240,1.0893778864439012
machine,14,1,stratified,0.001,147240,1.4941591958706875
machine,14,2,global,0.05,126062,1.0285415113198266
machine,14,2,global,0.01,126062,0.9788834065777158
machine,14,2,global,0.005,126062,0.8297504402595548
machine,14,2,global,0.001,126062,0.8487886912788946
machine,14,2,stratified,0.05,126062,1.0926369564182703
machine,14,2,stratified,0.01,126062,1.2779425996731766
machine,14,2,stratified,0.005,126062,1.202582856054957
machine,14,2,stratified,0.001,126062,1.2533515254398628
machine,14,3,global,0.05,102770,0.8039311083000875
machine,14,3,global,0.01,102770,0.41841004184100417
machine,14,3,global,0.005,102770,0.23742337257954657
machine,14,3,global,0.001,102770,0.12649605916123383
machine,14,3,stratified,0.05,102770,0.9333463072881191
machine,14,3,stratified,0.01,102770,0.7239466770458305
machine,14,3,stratified,0.005,102770,0.7356232363530213
machine,14,3,stratified,0.001,102770,0.6811326262527976
machine,14,4,global,0.05,103460,0.7212449255751014
machine,14,4,global,0.01,103460,0.3324956504929441
machine,14,4,global,0.005,103460,0.18171273922288805
machine,14,4,global,0.001,103460,0.09665571235260004
machine,14,4,stratified,0.05,103460,0.8277595205876667
machine,14,4,stratified,0.01,103460,0.6253624589213223
machine,14,4,stratified,0.005,103460,0.5741349313744443
machine,14,4,stratified,0.001,103460,0.5799342741156003
machine,14,5,global,0.05,124647,0.9636814363763266
machine,14,5,global,0.01,124647,0.7773953645093745
machine,14,5,global,0.005,124647,0.6658804463805787
machine,14,5,global,0.001,124647,0.6257671664781342
machine,14,5,stratified,0.05,124647,0.591911558240471
machine,14,5,stratified,0.01,124647,0.12435116769757795
machine,14,5,stratified,0.005,124647,0.160453119609778
machine,14,5,stratified,0.001,124647,0.1042945277463557
machine,14,6,global,0.05,146610,1.027760725734943
machine,14,6,global,0.01,146610,0.8594229588704727
machine,14,6,global,0.005,146610,0.7925789509583248
machine,14,6,global,0.001,146610,0.8116772389332242
machine,14,6,stratified,0.05,146610,0.937862355910238
machine,14,6,stratified,0.01,146610,0.7250528613327876
machine,14,6,stratified,0.005,146610,0.5975035809289952
machine,14,6,stratified,0.001,146610,0.47063638223859217
machine,15,0,global,0.05,148653,1.104451306061768
machine,15,0,global,0.01,148653,1.1240943674194264
machine,15,0,global,0.005,148653,1.2270186272729107
machine,15,0,global,0.001,148653,1.6346794212023976
machine,15,0,stratified,0.05,148653,1.074852172509132
machine,15,0,stratified,0.01,148653,1.091131695963082
machine,15,0,stratified,0.005,148653,1.1476391327453868
machine,15,0,stratified,0.001,148653,1.1368758114535193
machine,15,1,global,0.05,146224,1.221824050771419
machine,15,1,global,0.01,146224,1.2282525440420176
machine,15,1,global,0.005,146224,1.307582886530255
machine,15,1,global,0.001,146224,1.8328044643834116
machine,15,1,stratified,0.05,146224,1.1284057336688915
machine,15,1,stratified,0.01,146224,0.808348834664624
machine,15,1,stratified,0.005,146224,0.7837290732027574
machine,15,1,stratified,0.001,146224,1.0873727978991137
machine,15,2,global,0.05,122498,1.0228738428382504
machine,15,2,global,0.01,122498,0.9330764583911574
machine,15,2,global,0.005,122498,0.8081764600238371
